No.,ID,TIMESTAMP
166,20293,1778492510814

167,2338,1778492511816

168,24074,1778492512817

169,16415,1778492513818

170,15221,1778492514818

171,3006,1778492515819

172,16797,1778492516821

173,22283,1778492517822

174,19549,1778492518823

175,16207,1778492519824

176,22313,1778492520825

177,29588,1778492521827

178,27434,1778492522828

179,26430,1778492523830

180,19634,1778492524835

181,19537,1778492525840

182,16626,1778492526866

183,12462,1778492527867

184,4093,1778492528868

185,27133,1778492529869

186,24723,1778492530870

187,25389,1778492531869

188,25719,1778492532878

189,1197,1778492533878

190,28528,1778492534878

191,22928,1778492535879

192,15784,1778492536881

193,8222,1778492537882

194,7020,1778492538883

195,20580,1778492539883

196,15281,1778492540884

197,9021,1778492541886

198,2745,1778492542888

199,13850,1778492543889

200,27101,1778492544890

201,7713,1778492545892

202,9037,1778492546892

203,21120,1778492547894

204,29058,1778492548932

205,16674,1778492549933

206,29706,1778492550934

207,29263,1778492551936

208,10502,1778492552937

209,7686,1778492553939

210,24809,1778492554941

211,27569,1778492555942

212,4327,1778492556945

213,25994,1778492557945

214,28980,1778492558947

215,16114,1778492559965

216,27550,1778492560969

217,25907,1778492561969

218,8764,1778492562971

219,19121,1778492563972

220,22103,1778492564973

221,18261,1778492565973

222,9922,1778492566975

223,23457,1778492567983

224,22745,1778492568984

225,9235,1778492569984

226,16456,1778492570985

227,12305,1778492571986

228,14479,1778492572988

229,9138,1778492573988

230,12685,1778492574995

231,7124,1778492575995

232,14926,1778492577001

233,27564,1778492578001

234,14739,1778492579003

235,24561,1778492580003

236,23850,1778492581005

237,13548,1778492582006

238,10059,1778492583014

239,3992,1778492584015

240,4718,1778492585015

241,21770,1778492586018

242,17569,1778492587022

243,10813,1778492588023

244,11522,1778492589025

245,21835,1778492590026

246,19099,1778492591028

247,29303,1778492592029

248,26639,1778492593030

249,25239,1778492594033

250,21800,1778492595034

251,4866,1778492596036

252,9729,1778492597039

253,28208,1778492598040

254,8567,1778492599041

255,18299,1778492600042

256,25994,1778492601043

257,15635,1778492602045

258,17590,1778492603046

259,16160,1778492604046

260,15494,1778492605048

261,29663,1778492606047

262,11519,1778492607047

263,27888,1778492608049

264,18656,1778492609051

265,9835,1778492610053

266,8341,1778492611053

267,14819,1778492612054

268,13941,1778492613056

269,293,1778492614058

270,23122,1778492615059

271,3807,1778492616060

272,28803,1778492617062

273,13307,1778492618064

274,23945,1778492619064

275,6125,1778492620065

276,1420,1778492621067

277,29828,1778492622069

278,13635,1778492623072

279,21619,1778492624072

280,12694,1778492625073

281,1235,1778492626074

282,7080,1778492627074

283,26425,1778492628075

284,15217,1778492629077

285,2996,1778492630078

286,2660,1778492631080

287,4405,1778492632081

288,15355,1778492633083

289,3511,1778492634083

290,6324,1778492635084

291,27730,1778492636086

292,5470,1778492637085

293,3668,1778492638087

294,10693,1778492639089

295,9194,1778492640089

296,1381,1778492641090

297,28969,1778492642093

298,17486,1778492643093

299,22464,1778492644095

300,14785,1778492645095

301,19350,1778492646096

302,8188,1778492647100

303,28979,1778492648102

304,12470,1778492649103

305,12134,1778492650105

306,13965,1778492651110

307,18809,1778492652111

308,21637,1778492653112

309,773,1778492654113

310,22569,1778492655114

311,19323,1778492656116

312,15149,1778492657117

313,5090,1778492658118

314,18025,1778492659119

315,19641,1778492660120

316,3823,1778492661122

317,13694,1778492662123

318,11415,1778492663125

319,15830,1778492664125

320,6015,1778492665125

321,21148,1778492666126

322,15469,1778492667128

323,27631,1778492668130

324,20277,1778492669130

325,9523,1778492670131

326,2421,1778492671132

327,17722,1778492672133

328,405,1778492673135

329,16191,1778492674140

330,10837,1778492675147

331,25503,1778492676148

332,11934,1778492677153

333,12756,1778492678154

334,9976,1778492679156

335,7200,1778492680158

336,25975,1778492681159

337,3816,1778492682159

338,7881,1778492683161

339,20772,1778492684162

340,3898,1778492685164

341,4144,1778492686164

342,10036,1778492687166

343,5434,1778492688167

344,18040,1778492689169

345,26986,1778492690170

346,29050,1778492691170

347,25955,1778492692170

348,875,1778492693172

349,1821,1778492694173

350,26606,1778492695175

351,10141,1778492696176

352,18594,1778492697176

353,16420,1778492698177

354,5637,1778492699178

355,27505,1778492700182

356,16743,1778492701189

357,29028,1778492702190

358,24643,1778492703192

359,13257,1778492704193

360,15484,1778492705194

361,11736,1778492706195

362,26230,1778492707197

363,4135,1778492708199

364,16828,1778492709201

365,8751,1778492710202

366,8878,1778492711208

367,11819,1778492712210

368,15714,1778492713211

369,28968,1778492714212

370,7667,1778492715214

371,3523,1778492716214

372,16266,1778492717215

373,8557,1778492718215

374,8239,1778492719217

375,6979,1778492720217

376,16620,1778492721219

377,29419,1778492722219

378,27561,1778492723221

379,25241,1778492724222

380,19971,1778492725223

381,369,1778492726225

382,8240,1778492727227

383,2829,1778492728229

384,19661,1778492729230

385,13062,1778492730232

386,20624,1778492731233

387,11037,1778492732235

388,18634,1778492733236

389,6325,1778492734236

390,11801,1778492735239

391,24109,1778492736240

392,302,1778492737242

393,22111,1778492738244

394,29402,1778492739246

395,26049,1778492740245

396,26955,1778492741247

397,2227,1778492742247

398,24432,1778492743249

399,18668,1778492744251

400,25295,1778492745256

401,18378,1778492746257

402,15145,1778492747258

403,9914,1778492748258

404,29246,1778492749262

405,11871,1778492750264

406,2576,1778492751266

407,8744,1778492752266

408,28974,1778492753268

409,502,1778492754269

410,11601,1778492755271

411,12037,1778492756271

412,26602,1778492757274

413,4276,1778492758274

414,14751,1778492759277

415,13033,1778492760278

416,19980,1778492761278

417,25045,1778492762281

418,5102,1778492763280

419,12249,1778492764281

420,454,1778492765283

421,23789,1778492766283

422,3257,1778492767285

423,17699,1778492768286

424,3423,1778492769287

425,7587,1778492770289

426,20929,1778492771291

427,28526,1778492772292

428,7350,1778492773294

429,3604,1778492774296

430,24024,1778492775298

431,19124,1778492776300

432,3019,1778492777301

433,22744,1778492778302

434,2718,1778492779304

435,16219,1778492780307

436,16322,1778492781307

437,8331,1778492782312

438,10868,1778492783312

439,22201,1778492784314

440,8973,1778492785315

441,17340,1778492786315

442,25851,1778492787317

443,3201,1778492788319

444,6499,1778492789320

445,17192,1778492790323

446,18057,1778492791332

447,21358,1778492792334

448,15370,1778492793341

449,7855,1778492794341

450,1967,1778492795340

451,29080,1778492796342

452,27516,1778492797342

453,17574,1778492798345

454,10143,1778492799350

455,16693,1778492800350

456,9296,1778492801352

457,4992,1778492802353

458,2984,1778492803355

459,13468,1778492804357

460,17498,1778492805359

461,3820,1778492806360

462,22360,1778492807361

463,9616,1778492808361

464,3201,1778492809361

465,7657,1778492810363

466,22462,1778492811365

467,21063,1778492812366

468,4788,1778492813367

469,23988,1778492814368

470,21788,1778492815369

471,14656,1778492816370

472,11241,1778492817372

473,9801,1778492818374

474,5065,1778492819375

475,2331,1778492820376

476,15814,1778492821378

477,14051,1778492822378

478,14373,1778492823380

479,18718,1778492824380

480,17107,1778492825380

481,12550,1778492826381

482,1748,1778492827382

483,8186,1778492828384

484,1732,1778492829386

485,22493,1778492830388

486,13964,1778492831389

487,19734,1778492832391

488,9321,1778492833392

489,26169,1778492834393

490,26288,1778492835393

491,5316,1778492836394

492,27328,1778492837400

493,8248,1778492838401

494,8344,1778492839402

495,21251,1778492840404

496,5965,1778492841404

497,19997,1778492842406

498,8915,1778492843408

499,23336,1778492844411

500,1027,1778492845413

501,20486,1778492846414

502,8649,1778492847417

503,10079,1778492848417

504,4611,1778492849418

505,2816,1778492850418

506,28525,1778492851419

507,22570,1778492852421

508,8201,1778492853423

509,7791,1778492854423

510,1317,1778492855434

511,26568,1778492856434

512,25451,1778492993683

513,5540,1778492994684

514,8029,1778492995685

515,842,1778492996686

516,4718,1778492997687

517,15130,1778492998689

518,27537,1778492999690

519,20543,1778493000691

520,29100,1778493001692

521,19922,1778493002693

522,2281,1778493003694

523,23376,1778493004696

524,8864,1778493005696

525,619,1778493006698

526,21197,1778493007698

527,1048,1778493008699

528,16250,1778493009699

529,26055,1778493010700

530,18488,1778493011704

531,22423,1778493012706

532,5917,1778493013706

533,24237,1778493014709

534,12206,1778493015712

535,21626,1778493016714

536,20895,1778493017714

537,9433,1778493018715

538,12033,1778493019717

539,2025,1778493020718

540,11860,1778493021719

541,25365,1778493022722

542,28364,1778493023723

543,14696,1778493024723

544,4229,1778493025728

545,9743,1778493026729

546,21232,1778493027738

547,24009,1778493028740

548,24549,1778493029741

549,26698,1778493030743

550,18432,1778493031744

551,18141,1778493032753

552,7873,1778493033754

553,27743,1778493034761

554,21753,1778493035761

555,10917,1778493036763

556,15882,1778493037767

557,26682,1778493038769

558,4479,1778493039770

559,10205,1778493040773

560,11793,1778493041774

561,21390,1778493042775

562,17531,1778493043775

563,7580,1778493044777

564,17409,1778493045778

565,18402,1778493046778

566,27481,1778493047786

567,8900,1778493048787

568,22714,1778493049790

569,25805,1778493050792

570,18849,1778493051797

571,5630,1778493052797

572,13153,1778493053797

573,25414,1778493054798

574,2538,1778493055800

575,6750,1778493056802

576,17921,1778493057803

577,21672,1778493058805

578,3725,1778493059805

579,10877,1778493060806

580,20261,1778493061807

581,21836,1778493062808

582,26312,1778493063844

583,15038,1778493064846

584,7847,1778493065846

585,9819,1778493066847

586,2751,1778493067849

587,13804,1778493068850

588,17612,1778493069852

589,1672,1778493070852

590,16481,1778493071856

591,11394,1778493072858

592,7141,1778493073859

593,22232,1778493074860

594,21074,1778493075867

595,16883,1778493076868

596,10190,1778493077890

597,22602,1778493078890

598,26468,1778493079892

599,22902,1778493080893

600,27143,1778493081894

601,21318,1778493082895

602,12578,1778493083903

603,18441,1778493084906

604,20641,1778493085907

605,8997,1778493086908

606,16381,1778493087914

607,9401,1778493088916

608,7707,1778493089916

609,16796,1778493090918

610,27455,1778493091920

611,18596,1778493092921

612,2686,1778493093943

613,22157,1778493094946

614,17622,1778493095947

615,8265,1778493096947

616,12005,1778493097948

617,5200,1778493098950

618,10511,1778493099951

619,9816,1778493100953

620,2991,1778493101955

621,13012,1778493102955

622,2847,1778493103956

623,25588,1778493104959

624,27200,1778493105961

625,10238,1778493106963

626,4572,1778493107964

627,5471,1778493108970

628,6290,1778493109973

629,9911,1778493110981

630,27255,1778493111983

631,10529,1778493112985

632,7754,1778493113986

633,6989,1778493114988

634,13630,1778493115990

635,25947,1778493116992

636,20113,1778493117994

637,19889,1778493118998

638,9221,1778493120000

639,14161,1778493121001

640,5804,1778493122003

641,11289,1778493123007

642,10840,1778493124009

643,5641,1778493125011

644,14708,1778493126011

645,20537,1778493127012

646,20937,1778493128014

647,10169,1778493129013

648,11567,1778493130014

649,4161,1778493131016

650,6048,1778493132017

651,29760,1778493133018

652,17412,1778493134020

653,6479,1778493135021

654,16381,1778493136024

655,28147,1778493137025

656,9569,1778493138025

657,5344,1778493139027

658,25548,1778493140028

659,26340,1778493141028

660,3221,1778493142031

661,17993,1778493143031

662,19553,1778493144032

663,407,1778493145036

664,21518,1778493146037

665,12292,1778493147038

666,18201,1778493148039

667,16662,1778493149041

668,2045,1778493150042

669,23385,1778493151044

670,26045,1778493152047

671,14840,1778493153049

672,6242,1778493154051

673,26113,1778493155052

674,13432,1778493156053

675,18343,1778493157054

676,21578,1778493158055

677,15909,1778493159056

678,18147,1778493160058

679,13749,1778493161058

680,20318,1778493162060

681,25767,1778493163060

682,7387,1778493164061

683,6522,1778493165062

684,7610,1778493166064

685,2593,1778493167066

686,2960,1778493168066

687,6762,1778493169068

688,24701,1778493170072

689,5491,1778493171072

690,22456,1778493172074

691,22081,1778493173075

692,15198,1778493174077

693,26133,1778493175079

694,16714,1778493176082

695,29326,1778493177083

696,20999,1778493178085

697,26326,1778493179086

698,1296,1778493180086

699,10661,1778493181087

700,2055,1778493182089

701,11685,1778493183091

702,2435,1778493184092

703,20521,1778493185093

704,19222,1778493186099

705,8528,1778493187101

706,8479,1778493188102

707,3383,1778493189103

708,6926,1778493190106

709,2882,1778493191107

710,26406,1778493192107

711,6742,1778493193111

712,14616,1778493194111

713,799,1778493195113

714,14061,1778493196114

715,1741,1778493197115

716,765,1778493198121

717,18200,1778493199124

718,9587,1778493200125

719,2690,1778493201125

720,26678,1778493202127

721,10833,1778493203128

722,1944,1778493204130

723,18158,1778493205129

724,26711,1778493206131

725,8909,1778493207131

726,14543,1778493208135

727,2628,1778493209136

728,9205,1778493210138

729,18622,1778493211141

730,29694,1778493212145

731,28203,1778493213147

732,16494,1778493214149

733,7328,1778493215151

734,4695,1778493216155

735,10539,1778493217161

736,19087,1778493218162

737,16326,1778493219164

738,7129,1778493220165

739,5344,1778493221165

740,14106,1778493222165

741,15162,1778493223167

742,28084,1778493224167

743,26653,1778493225169

744,2510,1778493226169

745,27148,1778493227169

